job_id,job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python
5810,Data Engineer,MNC,Retail,UK,Remote,Mid,9,Bachelor,1
5811,Data Scientist,MNC,Healthcare,Australia,Remote,Mid,1,Bachelor,0
5812,Data Analyst,MNC,Retail,Canada,Remote,Mid,13,Master,0
5813,Machine Learning Engineer,MNC,Education,India,Hybrid,Mid,6,PhD,1
5814,Data Engineer,MNC,Finance,UK,Hybrid,Entry,2,Bachelor,1
5815,Data Analyst,MNC,Education,Australia,Hybrid,Mid,5,PhD,1
5816,Machine Learning Engineer,Startup,Education,UK,Remote,Entry,8,PhD,1
5817,Data Analyst,MNC,Technology,USA,Onsite,Mid,5,Master,0
5818,Machine Learning Engineer,Enterprise,E-commerce,USA,Hybrid,Senior,1,PhD,1
5819,Business Analyst,Enterprise,E-commerce,UK,Hybrid,Entry,12,Bachelor,1
5820,Business Analyst,Enterprise,Retail,Australia,Onsite,Senior,4,PhD,0
5821,Data Analyst,MNC,Healthcare,USA,Onsite,Mid,4,Master,1
5822,Data Engineer,Startup,E-commerce,UK,Hybrid,Entry,7,PhD,0
5823,AI Engineer,Enterprise,E-commerce,India,Remote,Mid,0,PhD,0
5824,Data Engineer,Medium,Finance,Australia,Hybrid,Entry,6,Master,0
5825,Machine Learning Engineer,Enterprise,Retail,India,Remote,Mid,4,Master,1
5826,Data Scientist,Startup,Finance,Australia,Remote,Senior,6,Bachelor,1
5827,Data Analyst,MNC,Technology,Australia,Onsite,Senior,8,Master,1
5828,Data Analyst,Startup,Retail,India,Hybrid,Senior,7,Master,0
5829,AI Engineer,Medium,Retail,Australia,Remote,Senior,1,Bachelor,1
5830,AI Engineer,Medium,Technology,Canada,Hybrid,Mid,6,Bachelor,0
5831,Business Analyst,Medium,Retail,USA,Hybrid,Entry,10,Master,0
5832,Machine Learning Engineer,Medium,Healthcare,India,Onsite,Entry,14,PhD,1
5833,AI Engineer,Startup,Finance,UK,Remote,Mid,10,Bachelor,1
5834,Machine Learning Engineer,MNC,Technology,USA,Hybrid,Senior,13,PhD,1
5835,Business Analyst,Medium,E-commerce,USA,Onsite,Entry,14,Bachelor,0
5836,Data Scientist,Medium,Education,Germany,Hybrid,Senior,0,PhD,1
5837,Business Analyst,MNC,Technology,USA,Onsite,Mid,12,PhD,1
5838,AI Engineer,Startup,Finance,India,Hybrid,Entry,6,Bachelor,1
5839,Machine Learning Engineer,Startup,E-commerce,Singapore,Hybrid,Senior,12,PhD,0
5840,Data Engineer,Enterprise,Retail,India,Remote,Senior,12,Master,1
5841,AI Engineer,Medium,Education,USA,Hybrid,Senior,3,Bachelor,0
5842,Business Analyst,Startup,Finance,India,Remote,Mid,10,PhD,0
5843,Business Analyst,MNC,Finance,USA,Hybrid,Entry,0,Bachelor,1
5844,Data Scientist,Startup,E-commerce,Australia,Remote,Mid,5,PhD,1
5845,Data Scientist,Startup,Finance,Australia,Remote,Mid,11,Master,0
5846,Business Analyst,Medium,Healthcare,UK,Onsite,Senior,13,Bachelor,0
5847,Business Analyst,MNC,Finance,USA,Remote,Mid,2,PhD,1
5848,Data Analyst,MNC,Finance,UK,Hybrid,Senior,2,Bachelor,1
5849,Data Scientist,Enterprise,Education,USA,Hybrid,Entry,2,Bachelor,1
5850,Business Analyst,Enterprise,Finance,India,Remote,Mid,7,PhD,1
5851,Data Scientist,Enterprise,Technology,UK,Onsite,Entry,1,Bachelor,0
5852,Business Analyst,Medium,E-commerce,Canada,Remote,Mid,0,Bachelor,1
5853,Machine Learning Engineer,Startup,Healthcare,Australia,Onsite,Entry,11,PhD,1
5854,Business Analyst,Enterprise,Finance,Singapore,Onsite,Senior,6,PhD,0
5855,Data Engineer,Medium,Education,Canada,Remote,Entry,14,Bachelor,1
5856,Data Scientist,Enterprise,Technology,India,Hybrid,Senior,8,Bachelor,1
5857,Machine Learning Engineer,Enterprise,Healthcare,Canada,Remote,Mid,5,PhD,1
5858,Data Scientist,MNC,Finance,Singapore,Onsite,Entry,13,Bachelor,0
5859,Data Engineer,MNC,Education,USA,Hybrid,Mid,8,Master,1
5860,Data Scientist,Enterprise,Retail,Canada,Remote,Mid,11,Bachelor,1
5861,Machine Learning Engineer,MNC,Finance,Canada,Hybrid,Mid,1,Master,0
5862,Data Scientist,MNC,E-commerce,Canada,Hybrid,Entry,3,PhD,0
5863,Data Engineer,Enterprise,Healthcare,Canada,Remote,Senior,5,Master,1
5864,Business Analyst,MNC,E-commerce,Australia,Hybrid,Senior,2,Bachelor,0
5865,Data Analyst,MNC,Education,UK,Onsite,Entry,13,Master,1
5866,AI Engineer,Startup,Finance,Germany,Hybrid,Mid,9,Master,0
5867,Business Analyst,Enterprise,E-commerce,USA,Hybrid,Senior,5,PhD,1
5868,Data Scientist,MNC,Technology,India,Remote,Mid,13,Master,1
5869,Data Analyst,Startup,E-commerce,Australia,Remote,Mid,0,PhD,1
5870,Data Engineer,Medium,E-commerce,Germany,Onsite,Senior,5,PhD,1
5871,AI Engineer,Startup,Education,USA,Hybrid,Entry,5,Bachelor,0
5872,Data Analyst,Medium,Finance,India,Remote,Mid,12,PhD,1
5873,AI Engineer,Startup,Retail,Singapore,Hybrid,Mid,10,Master,1
5874,Machine Learning Engineer,Enterprise,Retail,India,Remote,Mid,6,Bachelor,1
5875,Data Analyst,Enterprise,Healthcare,UK,Remote,Senior,7,Master,1
5876,Data Scientist,Startup,Finance,USA,Remote,Senior,3,Bachelor,0
5877,AI Engineer,Startup,E-commerce,Australia,Onsite,Senior,0,PhD,1
5878,AI Engineer,Medium,Technology,India,Onsite,Senior,12,Master,1
5879,Data Scientist,MNC,Finance,Canada,Onsite,Mid,0,Master,1
5880,Data Scientist,MNC,Healthcare,Singapore,Hybrid,Entry,5,PhD,0
5881,Data Scientist,Startup,Education,Singapore,Remote,Mid,7,PhD,0
5882,Data Analyst,MNC,Technology,USA,Remote,Entry,14,Master,0
5883,Business Analyst,MNC,Retail,India,Onsite,Mid,4,Bachelor,0
5884,Business Analyst,MNC,Education,India,Hybrid,Entry,9,Bachelor,0
5885,Data Analyst,Enterprise,Finance,Canada,Remote,Senior,9,Master,0
5886,Data Analyst,Medium,E-commerce,UK,Remote,Senior,5,Master,1
5887,Business Analyst,Startup,E-commerce,USA,Hybrid,Mid,14,Master,0
5888,Data Scientist,Startup,Education,Germany,Remote,Senior,6,PhD,1
5889,Data Engineer,MNC,Healthcare,USA,Onsite,Entry,4,Bachelor,1
5890,Data Scientist,Enterprise,Technology,USA,Remote,Senior,10,Master,1
5891,AI Engineer,MNC,Finance,Germany,Hybrid,Entry,14,PhD,1
5892,Data Scientist,Startup,Healthcare,Germany,Hybrid,Entry,10,Bachelor,1
5893,Data Analyst,Medium,Technology,India,Onsite,Entry,12,Master,1
5894,Machine Learning Engineer,MNC,Technology,India,Onsite,Mid,14,PhD,1
5895,Machine Learning Engineer,Startup,E-commerce,India,Onsite,Mid,11,Bachelor,0
5896,Business Analyst,Medium,Education,India,Hybrid,Mid,13,Bachelor,1
5897,Machine Learning Engineer,Startup,Education,India,Remote,Entry,4,PhD,0
5898,AI Engineer,Startup,Healthcare,Canada,Hybrid,Senior,11,Bachelor,0
5899,Machine Learning Engineer,Medium,Education,UK,Hybrid,Mid,13,Master,1
5900,Business Analyst,Startup,Technology,Singapore,Hybrid,Entry,14,PhD,1
5901,Data Engineer,MNC,Finance,Canada,Hybrid,Senior,1,Master,0
5902,Data Analyst,Startup,Healthcare,UK,Onsite,Senior,11,PhD,0
5903,Data Analyst,MNC,Finance,UK,Remote,Entry,9,PhD,1
5904,Data Scientist,Medium,Retail,Australia,Remote,Entry,10,Master,0
5905,Data Scientist,Startup,Retail,Singapore,Hybrid,Mid,10,Master,0
5906,Machine Learning Engineer,Startup,Finance,Australia,Onsite,Mid,8,Bachelor,0
5907,AI Engineer,Enterprise,E-commerce,Germany,Remote,Mid,12,Master,1
5908,Data Analyst,MNC,Retail,Germany,Remote,Entry,4,Bachelor,0
5909,Data Scientist,Medium,Retail,India,Onsite,Entry,4,Bachelor,0
5910,Data Analyst,Medium,Finance,USA,Remote,Senior,4,PhD,1
5911,Machine Learning Engineer,MNC,E-commerce,Singapore,Onsite,Senior,14,Master,1
5912,AI Engineer,Startup,Healthcare,Singapore,Hybrid,Entry,2,Bachelor,0
5913,Data Engineer,MNC,Retail,Canada,Hybrid,Senior,12,Bachelor,1
5914,Machine Learning Engineer,MNC,Technology,Canada,Hybrid,Senior,0,Bachelor,1
5915,Data Engineer,MNC,Finance,Singapore,Onsite,Entry,7,PhD,1
5916,Data Scientist,Medium,Finance,Singapore,Onsite,Mid,4,Master,1
5917,Business Analyst,Enterprise,Finance,UK,Hybrid,Mid,10,Master,1
5918,Data Engineer,Startup,Retail,USA,Hybrid,Senior,2,Master,1
5919,Machine Learning Engineer,MNC,Technology,India,Remote,Mid,10,Bachelor,1
5920,Data Engineer,MNC,Education,Canada,Hybrid,Senior,5,PhD,0
5921,Data Analyst,Startup,Healthcare,Singapore,Onsite,Senior,2,Bachelor,0
5922,Data Engineer,MNC,Finance,Germany,Hybrid,Mid,13,Master,0
5923,Data Scientist,MNC,Retail,India,Remote,Mid,2,Bachelor,0
5924,Data Scientist,Medium,Education,Australia,Hybrid,Entry,8,PhD,0
5925,Business Analyst,Medium,Retail,UK,Remote,Senior,5,Bachelor,1
5926,Machine Learning Engineer,Enterprise,Retail,UK,Hybrid,Senior,5,Bachelor,1
5927,Data Engineer,Enterprise,Finance,Singapore,Onsite,Mid,8,Bachelor,0
5928,Business Analyst,Startup,Retail,Germany,Hybrid,Senior,11,Master,1
5929,Machine Learning Engineer,Medium,Retail,Canada,Remote,Mid,7,Master,1
5930,Business Analyst,MNC,Technology,Australia,Onsite,Entry,13,Master,0
5931,Business Analyst,MNC,Finance,Germany,Hybrid,Entry,0,Master,0
5932,Data Scientist,Startup,Retail,UK,Onsite,Mid,10,PhD,0
5933,Data Analyst,MNC,Technology,UK,Remote,Mid,2,Bachelor,1
5934,AI Engineer,MNC,E-commerce,India,Remote,Mid,9,Bachelor,0
5935,Data Engineer,Startup,Healthcare,Singapore,Onsite,Entry,1,Bachelor,1
5936,Data Analyst,Startup,Technology,Germany,Hybrid,Entry,3,Bachelor,1
5937,Machine Learning Engineer,Medium,Education,USA,Onsite,Senior,8,Bachelor,0
5938,Data Engineer,Medium,Retail,Singapore,Hybrid,Mid,8,Master,1
5939,Machine Learning Engineer,Medium,Healthcare,Canada,Hybrid,Senior,12,PhD,0
5940,Data Analyst,MNC,Retail,India,Remote,Mid,3,PhD,1
5941,Business Analyst,Enterprise,E-commerce,India,Hybrid,Mid,2,PhD,0
5942,AI Engineer,Startup,Education,Australia,Remote,Mid,9,Bachelor,0
5943,Data Engineer,Medium,Technology,USA,Hybrid,Entry,5,PhD,0
5944,AI Engineer,Enterprise,E-commerce,Singapore,Onsite,Mid,14,Bachelor,1
5945,Data Scientist,Medium,E-commerce,USA,Remote,Entry,3,PhD,0
5946,Business Analyst,MNC,Healthcare,Australia,Remote,Entry,3,Master,1
5947,AI Engineer,Startup,Finance,Canada,Onsite,Senior,3,Bachelor,1
5948,AI Engineer,MNC,Healthcare,Singapore,Remote,Mid,12,Bachelor,1
5949,Data Scientist,Startup,E-commerce,Singapore,Remote,Mid,12,Master,1
5950,Business Analyst,MNC,Finance,Germany,Hybrid,Mid,13,Master,0
5951,Business Analyst,Medium,Technology,UK,Hybrid,Senior,6,Master,1
5952,Data Engineer,Enterprise,Finance,USA,Hybrid,Entry,7,PhD,1
5953,Machine Learning Engineer,MNC,E-commerce,Canada,Remote,Mid,0,Bachelor,0
5954,Data Analyst,Enterprise,Healthcare,USA,Hybrid,Mid,4,Bachelor,1
5955,Data Scientist,MNC,Healthcare,UK,Onsite,Mid,8,Master,0
5956,Machine Learning Engineer,Medium,Finance,UK,Onsite,Senior,13,Master,1
5957,Data Analyst,MNC,E-commerce,UK,Remote,Entry,9,Bachelor,0
5958,Business Analyst,Medium,Healthcare,Germany,Hybrid,Senior,5,Master,1
5959,Machine Learning Engineer,Enterprise,Healthcare,Canada,Hybrid,Entry,14,PhD,1
5960,Business Analyst,Enterprise,Technology,Singapore,Remote,Entry,12,Master,1
5961,Machine Learning Engineer,Medium,Healthcare,Australia,Hybrid,Senior,7,Master,1
5962,Business Analyst,Medium,Retail,Australia,Remote,Entry,10,Master,0
5963,Data Scientist,Medium,Healthcare,India,Hybrid,Entry,6,Master,0
5964,Data Scientist,MNC,Finance,USA,Hybrid,Entry,4,Bachelor,0
5965,AI Engineer,Medium,Technology,USA,Onsite,Mid,5,Master,1
5966,Business Analyst,MNC,Healthcare,India,Remote,Mid,7,Master,1
5967,AI Engineer,Startup,Education,UK,Remote,Senior,6,Bachelor,0
5968,AI Engineer,Enterprise,E-commerce,Australia,Remote,Mid,1,PhD,1
5969,Data Engineer,Enterprise,Finance,Singapore,Hybrid,Mid,1,Bachelor,0
5970,Data Analyst,Startup,Healthcare,India,Hybrid,Entry,6,Master,1
5971,AI Engineer,Enterprise,E-commerce,Australia,Hybrid,Mid,1,PhD,0
5972,Data Analyst,Startup,E-commerce,Singapore,Remote,Mid,11,Master,1
5973,Business Analyst,Startup,Finance,Germany,Onsite,Senior,7,PhD,1
5974,Business Analyst,MNC,Retail,Australia,Onsite,Mid,2,Master,1
5975,Data Engineer,Startup,Education,Canada,Remote,Senior,7,PhD,0
5976,Data Engineer,Startup,Technology,USA,Hybrid,Entry,5,PhD,0
5977,Business Analyst,Medium,Education,Canada,Remote,Mid,12,Bachelor,0
5978,Machine Learning Engineer,Startup,Finance,UK,Onsite,Mid,2,PhD,1
5979,Data Scientist,MNC,E-commerce,Australia,Hybrid,Entry,0,Bachelor,0
5980,Business Analyst,MNC,Technology,Singapore,Hybrid,Senior,9,Bachelor,1
5981,Business Analyst,MNC,Education,USA,Hybrid,Senior,13,Master,1
5982,Data Analyst,MNC,Retail,Singapore,Hybrid,Mid,7,PhD,0
5983,AI Engineer,MNC,E-commerce,USA,Onsite,Senior,8,Master,0
5984,AI Engineer,Startup,Finance,India,Hybrid,Entry,5,PhD,1
5985,AI Engineer,MNC,Finance,USA,Hybrid,Senior,4,Bachelor,1
5986,Data Analyst,MNC,Technology,UK,Onsite,Senior,10,PhD,0
5987,Business Analyst,MNC,Retail,Singapore,Hybrid,Senior,0,Master,1
5988,Data Analyst,Medium,Technology,Australia,Onsite,Entry,6,Bachelor,1
5989,Business Analyst,Medium,E-commerce,Australia,Remote,Entry,7,PhD,1
5990,AI Engineer,Startup,Technology,Australia,Onsite,Entry,1,Bachelor,0
5991,Machine Learning Engineer,Enterprise,Finance,UK,Onsite,Entry,4,Bachelor,0
5992,Data Analyst,Startup,Technology,USA,Onsite,Mid,9,PhD,0
5993,AI Engineer,Enterprise,Education,India,Remote,Senior,6,Bachelor,1
5994,AI Engineer,Enterprise,Technology,UK,Remote,Senior,2,PhD,1
5995,Data Scientist,Enterprise,Technology,Singapore,Hybrid,Senior,14,PhD,0
5996,Business Analyst,Startup,Technology,India,Onsite,Entry,6,PhD,0
5997,Data Analyst,Enterprise,Retail,Australia,Remote,Senior,13,Master,0
5998,Data Analyst,Startup,Technology,UK,Hybrid,Mid,13,PhD,1
5999,Business Analyst,Enterprise,Healthcare,Germany,Remote,Mid,3,Master,0
6000,Data Analyst,MNC,Education,Singapore,Onsite,Mid,12,PhD,1
6001,Machine Learning Engineer,Startup,Retail,Singapore,Hybrid,Entry,9,Master,0
6002,Data Engineer,Enterprise,Retail,UK,Hybrid,Mid,12,PhD,1
6003,Machine Learning Engineer,Medium,Finance,Australia,Hybrid,Senior,10,Master,0
6004,Business Analyst,Startup,Technology,India,Remote,Senior,11,PhD,0
6005,Business Analyst,Enterprise,Retail,UK,Hybrid,Senior,12,PhD,0
6006,Machine Learning Engineer,Enterprise,Retail,India,Remote,Senior,0,Master,1
6007,Data Analyst,Startup,Technology,India,Hybrid,Mid,6,Bachelor,0
6008,Data Engineer,MNC,Education,India,Onsite,Mid,2,PhD,1
6009,Business Analyst,Medium,Finance,Singapore,Remote,Mid,5,PhD,1
6010,Machine Learning Engineer,Startup,Education,India,Hybrid,Mid,11,PhD,0
6011,AI Engineer,Medium,Finance,Singapore,Remote,Senior,9,PhD,1
6012,Data Analyst,Startup,E-commerce,Singapore,Onsite,Senior,7,Bachelor,0
6013,Data Engineer,Startup,Retail,Australia,Hybrid,Senior,4,Master,1
6014,AI Engineer,MNC,E-commerce,Australia,Hybrid,Entry,10,Master,0
6015,Machine Learning Engineer,Startup,Finance,Germany,Onsite,Mid,3,Master,0
6016,Data Scientist,MNC,Technology,Germany,Remote,Mid,14,Master,1
6017,Business Analyst,Medium,Education,India,Hybrid,Senior,0,Master,1
6018,Data Analyst,Medium,Healthcare,Australia,Remote,Entry,7,PhD,0
6019,AI Engineer,Enterprise,Retail,India,Onsite,Entry,4,Master,1
6020,Data Analyst,Enterprise,E-commerce,Australia,Remote,Entry,9,PhD,0
6021,Data Engineer,Startup,E-commerce,India,Onsite,Mid,7,Bachelor,0
6022,Data Scientist,Medium,Healthcare,Canada,Onsite,Senior,8,Bachelor,1
6023,Business Analyst,Startup,E-commerce,Singapore,Remote,Mid,1,PhD,0
6024,Data Analyst,Enterprise,Retail,UK,Hybrid,Senior,4,PhD,0
6025,Data Engineer,Medium,Technology,India,Remote,Senior,2,PhD,0
6026,Data Analyst,Startup,Healthcare,USA,Onsite,Mid,3,Bachelor,1
6027,Data Analyst,Startup,Healthcare,Australia,Hybrid,Mid,13,PhD,0
6028,Data Engineer,Enterprise,Finance,UK,Remote,Entry,1,Master,1
6029,Data Analyst,Medium,Healthcare,India,Onsite,Entry,10,Master,1
6030,Business Analyst,Medium,Finance,Germany,Hybrid,Mid,0,Bachelor,1
6031,AI Engineer,Medium,E-commerce,India,Hybrid,Senior,4,Master,0
6032,Data Scientist,Medium,Education,India,Hybrid,Entry,7,Master,0
6033,Business Analyst,Enterprise,Finance,Australia,Onsite,Mid,14,Bachelor,0
6034,Machine Learning Engineer,Enterprise,Healthcare,Canada,Hybrid,Entry,0,Bachelor,0
6035,Business Analyst,Enterprise,Healthcare,Canada,Onsite,Senior,1,Bachelor,0
6036,Machine Learning Engineer,MNC,Education,Singapore,Onsite,Senior,6,Master,1
6037,Data Analyst,MNC,Finance,Canada,Hybrid,Mid,3,Bachelor,1
6038,Business Analyst,Medium,Technology,Canada,Remote,Mid,11,Bachelor,0
6039,Machine Learning Engineer,Startup,Healthcare,Canada,Hybrid,Entry,3,Master,1
6040,Machine Learning Engineer,Medium,Finance,UK,Hybrid,Entry,7,PhD,1
6041,Data Engineer,Startup,Education,India,Hybrid,Mid,2,Master,1
6042,Data Analyst,Startup,Technology,India,Remote,Mid,4,Bachelor,0
6043,Business Analyst,MNC,Finance,Australia,Hybrid,Mid,5,Master,1
6044,Data Scientist,MNC,Finance,India,Remote,Entry,5,Bachelor,0
6045,Machine Learning Engineer,Startup,Technology,UK,Hybrid,Senior,14,Bachelor,1
6046,Business Analyst,Startup,Education,Singapore,Hybrid,Entry,1,Bachelor,1
6047,Business Analyst,Medium,Finance,Germany,Onsite,Senior,14,Bachelor,1
6048,Business Analyst,Medium,Education,Germany,Hybrid,Entry,4,Bachelor,0
6049,Machine Learning Engineer,Enterprise,Retail,Canada,Hybrid,Senior,5,PhD,0
6050,Data Analyst,Medium,Education,USA,Remote,Entry,3,Bachelor,0
6051,Data Scientist,Startup,Technology,Germany,Hybrid,Entry,8,Master,1
6052,Machine Learning Engineer,Medium,Retail,USA,Onsite,Senior,2,Bachelor,1
6053,Machine Learning Engineer,Medium,Education,Singapore,Onsite,Senior,12,Master,0
6054,Machine Learning Engineer,MNC,Education,Germany,Remote,Mid,6,Master,1
6055,Data Analyst,Medium,E-commerce,Canada,Hybrid,Mid,14,PhD,0
6056,AI Engineer,Medium,Technology,Australia,Onsite,Mid,1,Bachelor,0
6057,Data Analyst,Startup,Technology,UK,Onsite,Entry,3,Bachelor,0
6058,Machine Learning Engineer,Startup,E-commerce,Australia,Remote,Entry,3,PhD,0
6059,Data Analyst,Enterprise,Retail,Canada,Onsite,Senior,14,Master,1
6060,Data Engineer,Enterprise,Education,Australia,Hybrid,Entry,4,Master,0
6061,Machine Learning Engineer,MNC,Finance,UK,Hybrid,Entry,8,Bachelor,0
6062,Machine Learning Engineer,MNC,Technology,Germany,Remote,Senior,0,Master,0
6063,Data Analyst,MNC,Finance,Germany,Remote,Senior,14,PhD,0
6064,Data Engineer,Startup,Technology,UK,Onsite,Senior,1,Bachelor,1
6065,Data Analyst,MNC,Finance,India,Remote,Entry,11,PhD,0
6066,Data Engineer,Startup,Technology,Germany,Remote,Senior,10,Bachelor,1
6067,Machine Learning Engineer,Startup,Finance,Canada,Hybrid,Entry,8,Bachelor,1
6068,AI Engineer,Enterprise,Technology,Australia,Remote,Senior,8,Master,0
6069,Business Analyst,Startup,Retail,Australia,Hybrid,Senior,11,Master,1
6070,Machine Learning Engineer,MNC,E-commerce,Germany,Hybrid,Senior,14,PhD,0
6071,Machine Learning Engineer,Enterprise,Technology,India,Hybrid,Senior,7,Master,0
6072,Data Engineer,Startup,Education,India,Onsite,Mid,0,PhD,0
6073,Data Analyst,Medium,Education,India,Onsite,Mid,12,Master,0
6074,AI Engineer,Startup,Education,Singapore,Onsite,Entry,4,PhD,0
6075,Business Analyst,Startup,E-commerce,USA,Remote,Senior,2,PhD,1
6076,Data Engineer,Enterprise,Healthcare,Singapore,Onsite,Mid,6,Master,0
6077,Business Analyst,Medium,Healthcare,Singapore,Remote,Senior,6,PhD,1
6078,Data Analyst,Enterprise,Healthcare,Singapore,Hybrid,Mid,13,Master,0
6079,Business Analyst,Medium,Education,USA,Onsite,Senior,1,PhD,0
6080,Data Scientist,Enterprise,E-commerce,India,Remote,Mid,7,PhD,0
6081,Data Analyst,MNC,E-commerce,USA,Hybrid,Entry,6,Master,1
6082,Machine Learning Engineer,Medium,Retail,Canada,Hybrid,Mid,1,PhD,1
6083,Machine Learning Engineer,Startup,Retail,Canada,Onsite,Senior,11,Master,1
6084,AI Engineer,MNC,Finance,Canada,Hybrid,Mid,4,PhD,1
6085,Business Analyst,Startup,E-commerce,USA,Hybrid,Mid,14,Bachelor,1
6086,AI Engineer,MNC,Finance,USA,Onsite,Mid,14,Bachelor,0
6087,Data Engineer,MNC,Technology,Canada,Hybrid,Senior,13,PhD,1
6088,AI Engineer,Startup,Technology,Germany,Onsite,Mid,10,Master,1
6089,Machine Learning Engineer,Medium,Education,Singapore,Hybrid,Mid,9,Bachelor,0
6090,Business Analyst,MNC,Technology,Singapore,Remote,Senior,3,PhD,0
6091,Machine Learning Engineer,MNC,E-commerce,Canada,Onsite,Senior,9,Master,0
6092,AI Engineer,Startup,E-commerce,India,Hybrid,Senior,2,PhD,0
6093,Data Scientist,Startup,Retail,Australia,Remote,Mid,7,Master,0
6094,Machine Learning Engineer,MNC,Finance,USA,Remote,Mid,11,Bachelor,1
6095,Machine Learning Engineer,Medium,Technology,India,Onsite,Senior,7,Master,1
6096,Machine Learning Engineer,MNC,E-commerce,Canada,Hybrid,Mid,5,PhD,1
6097,Business Analyst,Medium,Retail,India,Onsite,Entry,8,PhD,0
6098,Business Analyst,Startup,Healthcare,Australia,Hybrid,Mid,10,Master,1
6099,Machine Learning Engineer,MNC,E-commerce,Australia,Remote,Entry,3,Bachelor,0
6100,Machine Learning Engineer,Medium,E-commerce,India,Onsite,Mid,6,Bachelor,0
6101,AI Engineer,MNC,E-commerce,Singapore,Hybrid,Mid,2,PhD,0
6102,Data Analyst,MNC,E-commerce,Germany,Remote,Mid,9,Master,1
6103,AI Engineer,MNC,Finance,Germany,Remote,Entry,10,Master,1
6104,Machine Learning Engineer,Medium,Education,Germany,Hybrid,Entry,2,Bachelor,0
6105,Data Engineer,Startup,Healthcare,UK,Onsite,Entry,8,Master,1
6106,Data Analyst,Startup,Healthcare,Singapore,Onsite,Senior,2,PhD,1
6107,Machine Learning Engineer,Startup,Education,USA,Hybrid,Mid,5,Bachelor,0
6108,Data Scientist,Enterprise,Healthcare,Canada,Onsite,Senior,4,PhD,1
6109,AI Engineer,MNC,E-commerce,India,Onsite,Entry,10,Master,0
6110,Data Analyst,Startup,Finance,Singapore,Remote,Entry,10,Master,0
6111,Data Analyst,Enterprise,Retail,Canada,Remote,Senior,10,Master,1
6112,Machine Learning Engineer,MNC,Technology,India,Onsite,Senior,7,Master,1
6113,Data Analyst,MNC,Technology,Singapore,Onsite,Entry,5,PhD,1
6114,Machine Learning Engineer,MNC,Retail,Germany,Onsite,Entry,6,PhD,0
6115,Data Analyst,Enterprise,Education,Singapore,Remote,Mid,9,Bachelor,1
6116,Business Analyst,Startup,Education,UK,Onsite,Mid,14,PhD,0
6117,Data Scientist,Startup,E-commerce,Singapore,Onsite,Mid,14,Master,1
6118,AI Engineer,MNC,E-commerce,Singapore,Remote,Senior,7,PhD,0
6119,Business Analyst,Enterprise,Technology,Germany,Onsite,Entry,11,Master,1
6120,Business Analyst,MNC,Healthcare,USA,Onsite,Mid,11,Master,0
6121,Data Analyst,Enterprise,Technology,Canada,Hybrid,Mid,2,Bachelor,0
6122,Data Scientist,Startup,Education,Singapore,Hybrid,Senior,11,Master,1
6123,Business Analyst,MNC,Technology,UK,Onsite,Entry,1,Bachelor,1
6124,Business Analyst,Startup,Technology,UK,Hybrid,Mid,7,Bachelor,0
6125,AI Engineer,Startup,Healthcare,Singapore,Hybrid,Entry,3,PhD,0
6126,Machine Learning Engineer,Medium,Healthcare,Canada,Hybrid,Entry,10,PhD,0
6127,Data Scientist,Enterprise,Technology,Singapore,Onsite,Entry,9,Bachelor,1
6128,AI Engineer,Medium,Education,Germany,Remote,Mid,13,PhD,1
6129,Data Scientist,Medium,Technology,Canada,Hybrid,Mid,1,Master,1
6130,Business Analyst,Enterprise,Retail,Canada,Hybrid,Mid,1,Bachelor,0
6131,Data Engineer,Enterprise,Technology,Singapore,Onsite,Senior,6,PhD,0
6132,Data Analyst,Enterprise,Healthcare,Germany,Onsite,Senior,3,PhD,0
6133,AI Engineer,MNC,E-commerce,Australia,Hybrid,Entry,5,PhD,1
6134,Data Analyst,MNC,Education,Canada,Hybrid,Entry,14,PhD,1
6135,AI Engineer,Enterprise,E-commerce,UK,Hybrid,Entry,5,PhD,1
6136,Data Scientist,Startup,E-commerce,India,Hybrid,Entry,9,Master,0
6137,AI Engineer,Enterprise,Education,Singapore,Onsite,Senior,10,Master,1
6138,AI Engineer,MNC,Education,Australia,Onsite,Entry,9,Master,0
6139,Data Scientist,Startup,Healthcare,India,Onsite,Senior,9,Bachelor,0
6140,AI Engineer,Enterprise,Retail,USA,Remote,Senior,11,PhD,0
6141,Data Scientist,Startup,Technology,Germany,Hybrid,Mid,1,Bachelor,1
6142,Data Engineer,Enterprise,Education,USA,Onsite,Entry,2,PhD,0
6143,Data Analyst,Medium,E-commerce,USA,Remote,Mid,3,PhD,0
6144,Machine Learning Engineer,Enterprise,E-commerce,Canada,Hybrid,Mid,7,PhD,0
6145,Data Analyst,Startup,Finance,UK,Remote,Entry,12,Bachelor,1
6146,AI Engineer,Startup,Technology,Singapore,Onsite,Entry,2,Bachelor,1
6147,Business Analyst,Enterprise,E-commerce,UK,Hybrid,Entry,8,Master,0
6148,Data Engineer,MNC,Healthcare,Germany,Remote,Entry,12,Master,1
6149,Data Scientist,Startup,Healthcare,Canada,Hybrid,Mid,9,Bachelor,1
6150,Business Analyst,MNC,E-commerce,USA,Onsite,Mid,12,Bachelor,1
6151,Data Scientist,Startup,E-commerce,Australia,Remote,Senior,11,Bachelor,1
6152,Data Engineer,Enterprise,E-commerce,Canada,Remote,Entry,13,PhD,0
